keyword,platform,date,url,title,label
anies baswedan,detikcom,1/3/2024 10:29,https://www.detik.com/sumut/berita/d-7121759/tiba-di-tanah-minang-anies-disambut-gubernur-sumbar,"Tiba di Tanah Minang, Anies Disambut Gubernur Sumbar",1
anies baswedan,detikcom,1/3/2024 8:06,https://news.detik.com/pemilu/d-7121578/sama-sama-tiktokan-tapi-mahfud-klaim-tak-ikut-ikutan-anies,Sama-sama TikTokan tapi Mahfud Klaim Tak Ikut-ikutan Anies,0
anies baswedan,detikcom,1/3/2024 6:45,https://www.detik.com/sulsel/berita/d-7121425/klaim-jubir-amin-caleg-parpol-koalisi-sibuk-cari-kursi-legislatif,Klaim Jubir AMIN Caleg Parpol Koalisi Sibuk Cari Kursi Legislatif,0
anies baswedan,detikcom,1/2/2024 23:51,https://news.detik.com/berita/d-7121453/cak-imin-ingin-ikut-anies-coba-live-di-tiktok-tunggu-waktu-yang-cocok,Cak Imin Ingin Ikut Anies Coba Live di TikTok: Tunggu Waktu yang Cocok,0
anies baswedan,detikcom,1/2/2024 21:11,https://www.detik.com/jateng/berita/d-7121323/alasan-anies-baswedan-rajin-live-tiktok-hingga-dijuluki-abah,Alasan Anies Baswedan Rajin Live TikTok hingga Dijuluki 'Abah',0
anies baswedan,detikcom,1/2/2024 19:53,https://www.detik.com/bali/berita/d-7121216/pembagian-rokok-bergambar-anies-cak-imin-diduga-langgar-pidana-pemilu,Pembagian Rokok Bergambar Anies-Cak Imin Diduga Langgar Pidana Pemilu,-1
anies baswedan,detikcom,1/2/2024 19:20,https://inet.detik.com/detiktv/d-7121198/park-ahn-nice-trending-di-x-ternyata-nama-korea-anies-baswedan,"Park Ahn Nice Trending di X, Ternyata Nama Korea Anies Baswedan",0
anies baswedan,detikcom,1/2/2024 19:00,https://www.detik.com/sumut/berita/d-7121099/anies-kini-rajin-live-tiktok-timnas-amin-abah-ingin-menyapa-lewat-medsos,"Anies Kini Rajin Live TikTok, Timnas AMIN: Abah Ingin Menyapa Lewat Medsos",1
anies baswedan,detikcom,1/2/2024 17:49,https://news.detik.com/pemilu/d-7121009/mahfud-tegaskan-tak-ikut-ikut-anies-live-tiktok-saya-sudah-lama-main,Mahfud Tegaskan Tak Ikut-ikut Anies Live TikTok: Saya Sudah Lama Main,0
anies baswedan,detikcom,1/2/2024 17:15,https://news.detik.com/pemilu/d-7120929/anies-live-tiktok-pdip-sebut-ganjar-mahfud-akan-rangkul-rakyat-di-medsos,"Anies Live TikTok, PDIP Sebut Ganjar-Mahfud Akan Rangkul Rakyat di Medsos",0
anies baswedan,detikcom,1/2/2024 14:25,https://www.detik.com/sumut/berita/d-7120438/anies-baswedan-besok-bakal-kunjungi-2-daerah-di-sumbar-ini-agendanya,"Anies Baswedan Besok Bakal Kunjungi 2 Daerah di Sumbar, Ini Agendanya",0
anies baswedan,detikcom,1/2/2024 12:26,https://www.detik.com/sulsel/berita/d-7120189/timnas-amin-realistis-pilpres-2-putaran-klaim-elektoral-3-paslon-merata,"Timnas AMIN Realistis Pilpres 2 Putaran, Klaim Elektoral 3 Paslon Merata",0
anies baswedan,detikcom,1/2/2024 12:11,https://www.detik.com/jogja/berita/d-7120180/anies-live-tiktok-timnas-amin-disambut-meriah,"Anies Live TikTok, Timnas AMIN: Disambut Meriah",1
anies baswedan,detikcom,1/2/2024 11:50,https://www.detik.com/sulsel/berita/d-7120136/jubir-amin-ungkap-kekuatan-bukan-dari-parpol-singgung-caleg-sibuk-cari-kursi,"Jubir AMIN Ungkap Kekuatan Bukan dari Parpol, Singgung Caleg Sibuk Cari Kursi",0
anies baswedan,detikcom,1/2/2024 11:10,https://www.detik.com/sumut/berita/d-7120001/tpn-bantah-mahfud-live-tiktok-terinspirasi-anies,TPN Bantah Mahfud Live TikTok Terinspirasi Anies,1
anies baswedan,detikcom,1/2/2024 10:11,https://www.detik.com/sumut/berita/d-7119938/live-tiktok-anies-direspons-positif-kpopers-hingga-dapat-nama-panggilan,Live TikTok Anies Direspons Positif Kpopers hingga Dapat Nama Panggilan,1
anies baswedan,detikcom,1/2/2024 8:57,https://news.detik.com/pemilu/d-7119848/tiktok-diprediksi-jadi-ladang-pertempuran-3-paslon,TikTok Diprediksi Jadi Ladang Pertempuran 3 Paslon,0
anies baswedan,detikcom,1/2/2024 8:40,https://news.detik.com/pemilu/d-7119835/timnas-amin-nggak-nyangka-respons-kpopers-ke-anies-ada-yang-bikin-fandom,"Timnas AMIN Nggak Nyangka Respons Kpopers ke Anies, Ada yang Bikin Fandom",1
anies baswedan,detikcom,1/2/2024 8:02,https://news.detik.com/pemilu/d-7119793/timnas-amin-vs-tpn-ganjar-usai-disindir-temanya-nggak-jelas,Timnas AMIN vs TPN Ganjar Usai Disindir Temanya Nggak Jelas,0
anies baswedan,detikcom,1/2/2024 7:46,https://news.detik.com/pemilu/d-7119772/tpn-live-tiktok-mahfud-sama-sekali-tak-terinspirasi-dari-anies,TPN: Live TikTok Mahfud Sama Sekali Tak Terinspirasi dari Anies,1
anies baswedan,detikcom,1/2/2024 7:02,https://news.detik.com/pemilu/d-7119749/saat-anies-kini-aktif-live-tiktok-mahfud-md-tak-ketinggalan,"Saat Anies Kini Aktif Live TikTok, Mahfud Md Tak Ketinggalan",0
anies baswedan,detikcom,1/2/2024 6:17,https://news.detik.com/pemilu/d-7119728/mahfud-live-tiktok-di-malam-pergantian-tahun-timnas-amin-bagian-dari-usaha,"Mahfud Live TikTok di Malam Pergantian Tahun, Timnas AMIN: Bagian dari Usaha",0
anies baswedan,detikcom,1/1/2024 23:30,https://www.detik.com/sumut/berita/d-7119147/pesan-anies-ke-papdesi-cs-usai-bertemu-jokowi-jaga-netralitas,Pesan Anies ke Papdesi Cs Usai Bertemu Jokowi: Jaga Netralitas,1
anies baswedan,detikcom,1/1/2024 20:32,https://news.detik.com/pemilu/d-7119508/anies-ziarah-ke-makam-ayah-di-awal-2024-ingat-pesan-ini,"Anies Ziarah ke Makam Ayah di Awal 2024, Ingat Pesan Ini",1
anies baswedan,detikcom,1/1/2024 16:15,https://www.detik.com/jogja/berita/d-7119182/cerita-anies-baswedan-sempat-kebingungan-saat-live-tiktok,Cerita Anies Baswedan Sempat Kebingungan Saat Live TikTok,0
anies baswedan,detikcom,1/1/2024 14:20,https://www.detik.com/sumut/berita/d-7118849/ternyata-ini-alasan-anies-kini-kampanye-lewat-tiktok,Ternyata Ini Alasan Anies Kini Kampanye Lewat TikTok,0
anies baswedan,detikcom,1/1/2024 12:00,https://www.detik.com/sumut/berita/d-7118722/ditanya-soal-kisruh-di-timnas-amin-ini-respons-anies,"Ditanya Soal Kisruh di Timnas AMIN, Ini Respons Anies",-1
anies baswedan,detikcom,1/1/2024 8:38,https://news.detik.com/pemilu/d-7118601/alasan-anies-kini-aktif-live-di-tiktok,Alasan Anies Kini Aktif Live di TikTok,0
anies baswedan,detikcom,1/1/2024 8:02,https://news.detik.com/pemilu/d-7118575/anies-bilang-utuh-semua-soal-beda-sikap-elite-nasdem-sudirman-said,Anies Bilang 'Utuh Semua' soal Beda Sikap Elite NasDem-Sudirman Said,-1
anies baswedan,detikcom,1/1/2024 4:00,https://www.detik.com/sumut/berita/d-7118214/anies-baswedan-kini-berkampanye-lewat-live-tiktok,Anies Baswedan Kini Berkampanye Lewat Live TikTok,0
anies baswedan,detikcom,1/1/2024 2:12,https://www.detik.com/jogja/berita/d-7118470/resolusi-anies-baswedan-tahun-2024-menjadi-perubahan-untuk-harapan-baru,Resolusi Anies Baswedan Tahun 2024: Menjadi Perubahan untuk Harapan Baru,1
anies baswedan,detikcom,12/31/2023 22:33,https://www.detik.com/sumut/berita/d-7118257/anies-jalan-jalan-di-malioboro-ada-yang-teriak-prabowo-presiden,"Anies Jalan-jalan di Malioboro, Ada yang Teriak 'Prabowo Presiden'",-1
anies baswedan,detikcom,12/31/2023 19:40,https://news.detik.com/detiktv/d-7118032/papdesi-cs-bertemu-jokowi-anies-yang-penting-jaga-netralitas,"Papdesi cs Bertemu Jokowi, Anies: Yang Penting Jaga Netralitas",1
anies baswedan,detikcom,12/31/2023 19:16,https://news.detik.com/detiktv/d-7117994/respons-anies-kala-ditanya-soal-isu-kisruh-di-timnas-amin,Respons Anies Kala Ditanya soal Isu Kisruh di Timnas AMIN,-1
anies baswedan,detikcom,12/31/2023 18:28,https://news.detik.com/detiktv/d-7117931/resmikan-rumah-pejuang-amin-kotabaru-anies-beberkan-maknanya,"Resmikan Rumah Pejuang AMIN Kotabaru, Anies Beberkan Maknanya",0
anies baswedan,detikcom,12/31/2023 16:28,https://news.detik.com/pemilu/d-7117760/timnas-yakin-amin-masuk-ke-putaran-kedua-tak-ada-tren-penurunan,Timnas Yakin AMIN Masuk ke Putaran Kedua: Tak Ada Tren Penurunan,1
anies baswedan,detikcom,12/31/2023 15:53,https://news.detik.com/pemilu/d-7117715/sekjen-nasdem-sudah-telepon-sudirman-said-soal-beda-pendapat-ini-isinya,"Sekjen NasDem Sudah Telepon Sudirman Said soal Beda Pendapat, Ini Isinya",0
anies baswedan,detikcom,12/31/2023 15:48,https://news.detik.com/pemilu/d-7117710/anies-buka-suara-soal-beda-sikap-nasdem-dan-sudirman-said,Anies Buka Suara soal Beda Sikap NasDem dan Sudirman Said,-1
anies baswedan,detikcom,12/31/2023 15:16,https://www.detik.com/jogja/berita/d-7117630/ada-beda-sikap-di-timnas-amin-anies-sebut-koalisi-masih-utuh,"Ada Beda Sikap di Timnas AMIN, Anies Sebut Koalisi Masih Utuh",-1
anies baswedan,detikcom,12/31/2023 14:57,https://www.detik.com/jogja/berita/d-7117596/tahun-baru-di-jogja-anies-baswedan-sempatkan-datangi-reuni-sma,"Tahun Baru di Jogja, Anies Baswedan Sempatkan Datangi Reuni SMA",1
anies baswedan,detikcom,12/31/2023 14:09,https://news.detik.com/pemilu/d-7117528/fahri-hamzah-unggah-foto-lawas-prabowo-gandeng-anies-sandi-kenapa,"Fahri Hamzah Unggah Foto Lawas Prabowo Gandeng Anies-Sandi, Kenapa?",0
anies baswedan,detikcom,12/31/2023 13:26,https://news.detik.com/pemilu/d-7117474/jubir-timnas-amin-bela-sudirman-said-yang-diperingatkan-elite-nasdem,Jubir Timnas AMIN Bela Sudirman Said yang Diperingatkan Elite NasDem!,-1
anies baswedan,detikcom,12/31/2023 8:06,https://news.detik.com/pemilu/d-7117136/analisis-bos-ppi-soal-tren-suara-amin-salip-ganjar-mahfud-di-survei,Analisis Bos PPI soal Tren Suara AMIN Salip Ganjar-Mahfud di Survei,1
anies baswedan,detikcom,12/31/2023 7:52,https://news.detik.com/pemilu/d-7117130/amin-salip-ganjar-mahfud-di-survei-jubir-klaim-efek-desak-anies,"AMIN Salip Ganjar-Mahfud di Survei, Jubir Klaim Efek 'Desak Anies'",1
anies baswedan,detikcom,12/30/2023 15:15,https://www.detik.com/properti/berita/d-7116183/ini-daftar-40-kota-yang-mau-dibangun-anies-cak-imin-setara-jakarta,Ini Daftar 40 Kota yang Mau Dibangun Anies- Cak Imin Setara Jakarta,0
anies baswedan,detikcom,12/30/2023 14:59,https://news.detik.com/detiktv/d-7116298/timnas-amin-soal-surat-suara-di-taipei-dibuka-duluan-perlu-dicek,Timnas AMIN soal Surat Suara di Taipei Dibuka Duluan: Perlu Dicek,0
anies baswedan,detikcom,12/30/2023 13:29,https://news.detik.com/pemilu/d-7116178/timnas-amin-resmikan-satgas-pemantau-pelototi-potensi-kecurangan-di-tps,"Timnas AMIN Resmikan Satgas Pemantau, Pelototi Potensi Kecurangan di TPS",0
anies baswedan,detikcom,12/30/2023 13:13,https://news.detik.com/detiktv/d-7116162/jawaban-timnas-amin-saat-diminta-terbuka-soal-uang-besar-untuk-kiai,Jawaban Timnas AMIN saat Diminta Terbuka soal 'Uang Besar untuk Kiai',0
anies baswedan,detikcom,12/30/2023 11:53,https://www.detik.com/jatim/berita/d-7116043/kala-anies-baswedan-nikmati-kopi-dan-jadah-di-ponorogo,Kala Anies Baswedan Nikmati Kopi dan Jadah di Ponorogo,0
anies baswedan,detikcom,12/30/2023 9:31,https://www.detik.com/jatim/berita/d-7115862/elektabilitas-salip-ganjar-mahfud-md-anies-kita-terus-kerja-keras,"Elektabilitas Salip Ganjar-Mahfud Md, Anies: Kita Terus Kerja Keras",1
anies baswedan,detikcom,12/30/2023 8:21,https://news.detik.com/pemilu/d-7115784/anies-bicara-kampanye-bagian-dari-demokrasi-harus-difasilitasi,Anies Bicara Kampanye Bagian dari Demokrasi: Harus Difasilitasi,1
anies baswedan,detikcom,12/30/2023 7:20,https://news.detik.com/pemilu/d-7115750/kubu-amin-respons-survei-lsi-denny-ja-makin-yakin-masuk-putaran-dua,Kubu AMIN Respons Survei LSI Denny JA: Makin Yakin Masuk Putaran Dua,1
anies baswedan,detikcom,12/29/2023 23:00,https://www.detik.com/jatim/berita/d-7115634/kunjungi-trenggalek-anies-soroti-disparitas-sekolah-negeri-swasta-hingga-pupuk,"Kunjungi Trenggalek, Anies Soroti Disparitas Sekolah Negeri-Swasta hingga Pupuk",1
anies baswedan,detikcom,12/29/2023 22:44,https://news.detik.com/detiktv/d-7115630/anies-rayakan-tahun-baru-bareng-keluarga-mahfud-bareng-cucu,"Anies Rayakan Tahun Baru Bareng Keluarga, Mahfud Bareng Cucu",1
anies baswedan,detikcom,12/29/2023 21:28,https://news.detik.com/pemilu/d-7115558/timnas-amin-optimistis-anies-tampil-prima-di-debat-ketiga-capres,Timnas AMIN Optimistis Anies Tampil Prima di Debat Ketiga Capres,1
anies baswedan,detikcom,12/29/2023 20:51,https://news.detik.com/pemilu/d-7115523/anies-baswedan-bakal-rayakan-tahun-baru-di-jogja-bareng-keluarga,Anies Baswedan Bakal Rayakan Tahun Baru di Jogja Bareng Keluarga,1
anies baswedan,detikcom,12/29/2023 20:38,https://news.detik.com/detiktv/d-7115504/cak-imin-kalau-ada-fitnah-soal-anies-saya-bersaksi-dia-orang-saleh,"Cak Imin: Kalau Ada Fitnah soal Anies, Saya Bersaksi Dia Orang Saleh",1
anies baswedan,detikcom,12/29/2023 17:41,https://news.detik.com/pemilu/d-7115100/cak-imin-semua-fitnah-ke-anies-untuk-ganggu-kepemimpinan-yang-lebih-baik,Cak Imin: Semua Fitnah ke Anies untuk Ganggu Kepemimpinan yang Lebih Baik,1
anies baswedan,detikcom,12/29/2023 17:20,https://news.detik.com/detiktv/d-7115054/survei-lsi-denny-ja-prabowo-gibran-43-3-amin-25-3-ganjar-mahfud-22-9,"Survei LSI Denny JA: Prabowo-Gibran 43,3%, AMIN 25,3%, Ganjar-Mahfud 22,9%",0
anies baswedan,detikcom,12/29/2023 16:04,https://www.detik.com/jatim/berita/d-7114859/janji-anies-ke-nelayan-lamongan,Janji Anies ke Nelayan Lamongan,0
anies baswedan,detikcom,12/29/2023 15:40,https://news.detik.com/pemilu/d-7114811/anies-cak-imin-hadiri-halaqah-dan-dialog-kebangsaan-di-tuban,Anies-Cak Imin Hadiri Halaqah dan Dialog Kebangsaan di Tuban,0
anies baswedan,detikcom,12/29/2023 12:00,https://www.detik.com/sumbagsel/berita/d-7114131/cak-imin-dengar-pendukung-amin-dari-kalangan-nu-divakumkan,Cak Imin Dengar Pendukung AMIN dari Kalangan NU Divakumkan,0
anies baswedan,detikcom,12/29/2023 11:33,https://finance.detik.com/berita-ekonomi-bisnis/d-7114314/anies-mau-setop-ekspor-pasir-laut-emang-kita-toko-material,Anies Mau Setop Ekspor Pasir Laut: Emang Kita Toko Material?,1
anies baswedan,detikcom,12/29/2023 10:02,https://news.detik.com/pemilu/d-7114043/anies-janji-akan-tetapkan-syaikhona-kholil-jadi-pahlawan-nasional,Anies Janji Akan Tetapkan Syaikhona Kholil Jadi Pahlawan Nasional,1
anies baswedan,detikcom,12/29/2023 8:50,https://news.detik.com/pemilu/d-7113956/kunjungi-kiai-kholil-asad-cak-imin-optimis-pkb-amin-menang-di-jawa-timur,"Kunjungi Kiai Kholil As'ad, Cak Imin Optimis PKB-AMIN Menang di Jawa Timur",1
anies baswedan,detikcom,12/29/2023 8:30,https://news.detik.com/pemilu/d-7113930/cak-imin-saya-baru-tahu-pendukung-amin-dari-kalangan-nu-divakumkan,Cak Imin: Saya Baru Tahu Pendukung AMIN dari Kalangan NU Divakumkan,0
anies baswedan,detikcom,12/29/2023 7:59,https://news.detik.com/pemilu/d-7113905/langkah-timnas-amin-usai-viral-anies-ditampar-saat-kampanye,Langkah Timnas AMIN Usai Viral Anies Ditampar Saat Kampanye,0
anies baswedan,detikcom,12/29/2023 5:46,https://news.detik.com/detiktv/d-7113828/cak-imin-cerita-ada-upaya-pendukung-amin-dari-kalangang-nu-divakumkan,Cak Imin Cerita Ada Upaya Pendukung AMIN dari Kalangang NU 'Divakumkan',0
anies baswedan,detikcom,12/29/2023 4:54,https://news.detik.com/detiktv/d-7113822/anies-ngaku-capres-modal-dengkul-banyak-keliling-baliho-kurang,"Anies Ngaku Capres 'Modal Dengkul': Banyak Keliling, Baliho Kurang",1
anies baswedan,detikcom,12/28/2023 22:43,https://news.detik.com/pemilu/d-7113724/kelakar-anies-jadi-capres-modal-dengkul-banyak-keliling-baliho-kurang,"Kelakar Anies Jadi Capres 'Modal Dengkul': Banyak Keliling, Baliho Kurang",1
anies baswedan,detikcom,12/28/2023 21:48,https://news.detik.com/detiktv/d-7113684/timnas-amin-akan-tingkatkan-pengamanan-buntut-anies-ditampar,Timnas Amin Akan Tingkatkan Pengamanan Buntut Anies 'Ditampar',0
anies baswedan,detikcom,12/28/2023 20:42,https://news.detik.com/detiktv/d-7113598/kejagung-jubir-amin-silakan-ajukan-penangguhan-proses-hukum-tetap-jalan,"Kejagung: Jubir AMIN Silakan Ajukan Penangguhan, Proses Hukum Tetap Jalan",0
anies baswedan,detikcom,12/28/2023 20:00,https://www.detik.com/sumut/berita/d-7112917/jubir-timnas-amin-ditangkap-kasus-pajak-tppu-begini-kata-anies,"Jubir Timnas AMIN Ditangkap Kasus Pajak-TPPU, Begini Kata Anies",-1
anies baswedan,detikcom,12/28/2023 18:58,https://news.detik.com/detiktv/d-7113430/kejagung-jelaskan-alasan-penahanan-jubir-amin-indra-charismiadji,Kejagung Jelaskan Alasan Penahanan Jubir AMIN Indra Charismiadji,-1
anies baswedan,detikcom,12/28/2023 18:32,https://news.detik.com/pemilu/d-7113375/anies-bilang-begini-saat-ada-yang-teriak-belimbing-sayur,Anies Bilang Begini saat Ada yang Teriak 'Belimbing Sayur',0
anies baswedan,detikcom,12/28/2023 15:44,https://www.detik.com/jatim/berita/d-7112963/anies-disambati-nelayan-soal-solar-hingga-perizinan-kapal,Anies Disambati Nelayan soal Solar hingga Perizinan Kapal,0
anies baswedan,detikcom,12/28/2023 15:34,https://www.detik.com/bali/berita/d-7112942/jubir-rugikan-negara-rp-1-1-miliar-anies-sentil-pemeriksaan-pajak-tak-fair,"Jubir Rugikan Negara Rp 1,1 Miliar, Anies Sentil Pemeriksaan Pajak Tak Fair",-1
anies baswedan,detikcom,12/28/2023 15:34,https://news.detik.com/detiktv/d-7112941/heboh-video-bernarasi-anies-dipukul-timnas-amin-buka-suara,"Heboh Video Bernarasi Anies Dipukul, Timnas AMIN Buka Suara",0
anies baswedan,detikcom,12/28/2023 15:20,https://news.detik.com/pemilu/d-7112909/viral-anies-ditampar-saat-kampanye-timnas-amin-akan-tingkatkan-pengamanan,"Viral Anies Ditampar Saat Kampanye, Timnas AMIN Akan Tingkatkan Pengamanan",0
anies baswedan,detikcom,12/28/2023 15:16,https://finance.detik.com/berita-ekonomi-bisnis/d-7112870/anies-baswedan-sebut-harga-air-minum-lebih-mahal-dari-bbm,Anies Baswedan Sebut Harga Air Minum Lebih Mahal dari BBM,0
anies baswedan,detikcom,12/28/2023 15:15,https://www.detik.com/jatim/berita/d-7112895/jubir-timnas-amin-ditangkap-mahfud-md-nilai-tak-ada-unsur-politik,"Jubir Timnas AMIN Ditangkap, Mahfud Md Nilai Tak Ada Unsur Politik",-1
anies baswedan,detikcom,12/28/2023 14:40,https://www.detik.com/sumbagsel/bisnis/d-7112375/daftar-nama-orang-terkaya-yang-pajaknya-mau-dipelototi-anies,Daftar Nama Orang Terkaya yang Pajaknya Mau 'Dipelototi' Anies,0
anies baswedan,detikcom,12/28/2023 14:00,https://news.detik.com/pemilu/d-7112710/gelar-refleksi-pemilu-timnas-amin-minta-aparat-jaga-netralitas,"Gelar Refleksi Pemilu, Timnas AMIN Minta Aparat Jaga Netralitas",0
anies baswedan,detikcom,12/28/2023 14:00,https://www.detik.com/sumbagsel/berita/d-7112688/respons-anies-soal-jubir-timnas-amin-ditangkap-kejaksaan,Respons Anies soal Jubir Timnas AMIN Ditangkap Kejaksaan,-1
anies baswedan,detikcom,12/28/2023 13:48,https://news.detik.com/berita/d-7112686/kata-anies-soal-jubir-amin-indra-charismiadji-ditahan-terkait-kasus-pajak,Kata Anies soal Jubir AMIN Indra Charismiadji Ditahan Terkait Kasus Pajak,-1
anies baswedan,detikcom,12/28/2023 13:31,https://www.detik.com/jatim/berita/d-7112637/jubir-amin-ditangkap-anies-sentil-banyak-pemeriksaan-pajak-tidak-fair,"Jubir AMIN Ditangkap, Anies Sentil Banyak Pemeriksaan Pajak Tidak Fair",-1
anies baswedan,detikcom,12/28/2023 13:14,https://www.detik.com/jatim/berita/d-7112598/anies-buka-suara-soal-jubir-timnas-amin-ditangkap-kejaksaan,Anies Buka Suara soal Jubir Timnas AMIN Ditangkap Kejaksaan,0
anies baswedan,detikcom,12/28/2023 12:08,https://finance.detik.com/berita-ekonomi-bisnis/d-7112454/anies-cak-imin-ogah-pajaki-penghasilan-dan-tabungan-mau-dihapus,"Anies-Cak Imin Ogah Pajaki Penghasilan dan Tabungan, Mau Dihapus?",1
anies baswedan,detikcom,12/28/2023 11:15,https://www.detik.com/sumut/bisnis/d-7112235/daftar-orang-terkaya-indonesia-yang-disebut-anies-takut-bertemu-dirinya,Daftar Orang Terkaya Indonesia yang Disebut Anies Takut Bertemu Dirinya,1
anies baswedan,detikcom,12/28/2023 9:49,https://news.detik.com/detiktv/d-7112173/hasil-survei-csis-prabowo-gibran-43-7-amin-26-1-ganjar-mahfud-19-4,"Hasil Survei CSIS: Prabowo-Gibran 43,7%, AMIN 26,1%, Ganjar-Mahfud 19,4%",0
